probs,labels
0.83548355,1
0.89029425,0
0.7498207,0
0.83867973,0
0.81405276,1
0.79502225,1
0.8474635,0
0.630685,1
0.7439129,1
0.87536144,0
0.8879841,0
0.7937462,1
0.8044059,1
0.89478946,1
0.83867973,1
0.7826625,0
0.8656789,1
0.7090191,1
0.8895289,0
0.9314625,1
0.8656789,1
0.63793355,1
0.68846846,0
0.76559335,1
0.8333246,0
0.87831426,1
0.8864204,0
0.8962514,0
0.8727817,0
0.858244,0
0.81699115,1
0.7898827,1
0.82893884,1
0.43578145,1
0.7725307,0
0.8204694,1
0.883236,0
0.81873685,1
0.91730267,1
0.8080672,0
0.8727817,1
0.86613256,0
0.891055,0
0.7839885,1
0.9092645,1
0.84286314,0
0.755637,1
0.7446563,0
0.87321484,0
0.82615143,1
0.80193585,1
0.55603796,1
0.7620701,0
0.81286734,1
0.81167597,1
0.8692713,1
0.76838577,1
0.8110782,0
0.89029425,0
0.7641884,0
0.9324533,1
0.79692537,0
0.87705624,1
0.7962924,1
0.7676898,1
0.8933094,0
0.86613256,0
0.8774768,0
0.86431044,0
0.75201255,1
0.7606507,1
0.7752647,0
0.8484707,1
0.66017234,1
0.9105454,0
0.81873685,1
0.891055,0
0.63973606,1
0.85536855,0
0.7446563,0
0.86476797,0
0.8610715,1
0.9518632,0
0.9026096,0
0.81582016,1
0.69760895,0
0.78858316,1
0.9184803,1
0.7252596,1
0.87191176,0
0.7620701,1
0.8840393,0
0.7162186,1
0.86476797,0
0.8221891,0
0.81405276,1
0.8407826,1
0.89552265,0
0.8723474,0
0.6334103,1
0.8322367,0
0.75635755,1
0.7483523,0
0.8824279,0
0.80069196,1
0.82782817,0
0.8370879,1
0.8701566,1
0.8193158,1
0.7142295,1
0.81640637,1
0.80746067,0
0.81873685,0
0.79246426,0
0.81640637,1
0.81757444,0
0.8674854,0
0.8407826,0
0.8233284,0
0.8795612,1
0.9046505,1
0.8795612,1
0.7866228,0
0.83973396,1
0.85195285,0
0.8305941,1
0.8267118,0
0.8433798,1
0.89029425,0
0.86613256,1
0.82782817,0
0.85096467,0
0.8633916,0
0.7356416,0
0.72056496,1
0.46721023,1
0.8558512,0
0.7937462,0
0.7905303,0
0.883236,1
0.62566686,1
0.7394224,1
0.8499712,1
0.9005298,0
0.82161736,1
0.8233284,1
0.9079672,0
0.79881525,0
0.52409023,1
0.8311431,0
0.89552265,1
0.76559335,0
0.677474,1
0.85919183,1
0.8000679,1
0.8305941,1
0.83601975,1
0.8539127,1
0.8674854,0
0.7676898,0
0.79692537,0
0.9079672,1
0.82782817,0
0.9207897,0
0.79117644,1
0.6076632,1
0.8998277,0
0.8610715,0
0.86385167,1
0.7962924,1
0.7981868,1
0.8840393,1
0.76699245,1
0.8601343,1
0.7745834,0
0.91117966,0
0.89478946,0
0.8489722,1
0.8244619,0
0.79438496,0
0.8679338,0
0.76838577,0
0.8056322,0
0.78133065,1
0.8146434,0
0.908618,1
0.8449215,1
0.8879841,1
0.84796774,1
0.7439129,1
0.91490096,1
0.7348813,1
0.7981868,1
0.7394224,1
0.9257686,1
0.77864933,0
0.9032942,0
0.82161736,1
0.8098782,0
0.8543993,0
0.9252299,0
0.8710367,1
0.7606507,1
0.8887587,1
0.92468774,1
0.8679338,0
0.89256257,1
0.9005298,1
0.7676898,1
0.84234506,0
0.7527403,1
0.82782817,0
0.79502225,0
0.81167597,0
0.83973396,1
0.80746067,0
0.7490872,1
0.9105454,1
0.7725307,1
0.7704648,1
0.7806625,0
0.8723474,1
0.79565805,0
0.63973606,0
0.8392076,1
0.8601343,0
0.86522406,1
0.82949203,0
0.85536855,0
0.85729086,0
0.8587186,1
0.8998277,0
0.82782817,1
0.6570985,0
0.91550726,1
0.7498207,1
0.8062431,0
0.8998277,0
0.908618,0
0.883236,0
0.91367656,1
0.9105454,0
0.8940517,0
0.79565805,0
0.8499712,1
0.9161096,1
0.80746067,0
0.9019207,0
0.8558512,0
0.9079672,0
0.84389514,0
0.7962924,1
0.8710367,0
0.8333246,1
0.8454327,1
0.79502225,1
0.7217432,0
0.87536144,0
0.85195285,1
0.84796774,1
0.7711549,1
0.9263037,1
0.891055,0
0.78133065,0
0.84286314,1
0.8879841,0
0.8723474,0
0.7779754,1
0.84594244,0
0.93045825,0
0.8233284,1
0.8272706,0
0.89912134,0
0.88563144,0
0.8413048,0
0.6951311,0
0.8656789,1
0.7799929,1
0.8349459,1
0.7295198,0
0.8749346,0
0.908618,0
0.8255897,1
0.87997437,0
0.8587186,0
0.8812066,0
0.7541916,1
0.74167407,1
0.78332627,1
0.8255897,0
0.89029425,1
0.8000679,1
0.8037906,0
0.8864204,1
0.87191176,0
0.7098244,1
0.79117644,0
0.87873113,1
0.9079672,0
0.7892337,1
0.8349459,1
0.9019207,0
0.57128835,1
0.7000752,1
0.79182106,0
0.7181993,1
0.87705624,0
0.6753365,1
0.79246426,1
0.85919183,0
0.880797,1
0.87873113,0
0.7295198,0
0.8969756,1
0.7409249,0
0.7799929,1
0.84695786,0
0.8624676,1
0.858244,0
0.83815056,0
0.8504686,0
0.891811,1
0.8031738,0
0.8548847,1
0.7676898,1
0.89912134,0
0.9213576,1
0.8697146,1
0.89912134,0
0.8283842,0
0.87536144,1
0.8895289,1
0.89256257,0
0.8824279,1
0.77390057,0
0.8474635,0
0.91367656,1
0.8499712,0
0.84695786,1
0.77662295,1
0.8558512,0
0.84695786,0
0.89029425,0
0.7866228,0
0.8311431,1
0.8701566,0
0.746139,1
0.9284088,1
0.85195285,1
0.86385167,0
0.9130583,0
0.8031738,1
0.8499712,0
0.7424217,0
0.77932185,1
0.8198933,1
0.91117966,1
0.8705973,0
0.69678426,1
0.79692537,0
0.66017234,0
0.8539127,0
0.86153823,0
0.616705,1
0.7201715,0
0.85776806,0
0.8494724,0
0.8774768,0
0.86385167,0
0.80131465,1
0.7704648,1
0.8969756,0
0.754915,1
0.891811,0
0.8086723,0
0.87705624,0
0.7061904,1
0.68510735,1
0.8327813,0
0.7606507,1
0.85342485,1
0.72564864,1
0.8543993,0
0.8697146,0
0.85536855,1
0.755637,0
0.87705624,0
0.89478946,0
0.81227237,0
0.6406359,1
0.7017131,1
0.83973396,1
0.46866903,1
0.8000679,0
0.88523525,1
0.83004373,1
0.82104415,1
0.86431044,0
0.9105454,1
0.9314625,0
0.86385167,0
0.8474635,0
0.87831426,0
0.8895289,1
0.8558512,0
0.8349459,1
0.8146434,0
0.75635755,0
0.72603726,1
0.83973396,1
0.8454327,0
0.8933094,0
0.8795612,1
0.8778961,0
0.84796774,1
0.8568123,0
0.8543993,0
0.68215036,1
0.7745834,1
0.8499712,0
0.8701566,1
0.8449215,0
0.82275945,1
0.86838096,1
0.8062431,1
0.858244,0
0.80746067,1
0.7613611,0
0.8749346,0
0.79438496,1
0.8749346,1
0.83761996,1
0.82104415,0
0.9241418,1
0.82104415,1
0.76977324,0
0.8433798,0
0.83548355,1
0.8895289,0
0.79438496,1
0.86838096,1
0.81757444,1
0.85293543,0
0.84594244,0
0.75346667,1
0.8740772,0
0.78199726,1
0.86838096,0
0.9026096,0
0.8633916,0
0.8558512,1
0.7150262,1
0.7592254,1
0.75851065,1
0.82949203,1
0.5924308,0
0.8250265,0
0.9407897,0
0.7627777,1
0.91490096,0
0.78596646,1
0.79246426,1
0.8327813,1
0.8449215,0
0.81167597,1
0.8828326,0
0.8134608,0
0.69471705,1
0.85096467,0
0.86293024,0
0.8692713,1
0.8969756,0
0.58130306,1
0.9012275,1
0.85342485,1
0.8749346,1
0.85536855,1
0.86293024,0
0.7704648,0
0.746139,0
0.8349459,1
0.80131465,0
0.7599387,0
0.9005298,0
0.8050198,1
0.87705624,0
0.8812066,1
0.84594244,0
0.8656789,0
0.87873113,0
0.8795612,0
0.891811,0
0.8025555,1
0.8543993,0
0.8333246,0
0.8688268,1
0.7892337,1
0.78596646,1
0.8701566,1
0.8840393,0
0.87914675,0
0.8062431,0
0.82615143,1
0.883236,0
0.91181,1
0.6783269,1
0.8601343,1
0.8665848,0
0.8338664,1
0.8962514,1
0.73105854,1
0.7759446,1
0.5359486,1
0.8407826,1
0.82275945,0
0.85633236,1
0.7394224,1
0.7446563,1
0.9073123,1
0.8656789,1
0.87621135,0
0.84389514,0
0.7004852,1
0.8413048,1
0.83815056,1
0.8098782,1
0.85293543,1
0.7000752,0
0.79438496,1
0.9019207,0
0.7937462,0
0.8887587,0
0.8723474,0
0.8333246,0
0.8344069,0
0.8633916,1
0.8484707,1
0.87147486,0
0.84594244,0
0.81047887,0
0.7446563,1
0.8679338,0
0.8000679,0
0.91550726,1
0.8370879,0
0.83761996,1
0.91181,1
0.8539127,0
0.89912134,1
0.89029425,0
0.8221891,1
0.89552265,1
0.4857369,1
0.78727776,0
0.72603726,1
0.75201255,1
0.83973396,1
0.7690802,1
0.89256257,0
0.7439129,1
0.8665848,0
0.8238959,1
0.9105454,1
0.8025555,1
0.891811,0
0.73866904,0
0.85633236,0
0.61207783,0
0.8736466,0
0.85729086,1
0.8864204,0
0.7498207,1
0.8984105,0
0.8940517,0
0.87705624,0
0.8233284,1
0.56745726,1
0.4803568,1
0.75851065,0
0.8333246,0
0.883236,0
0.9053223,0
0.8887587,0
0.8062431,0
0.6855286,0
0.76559335,1
0.79438496,0
0.8484707,0
0.86385167,0
0.858244,0
0.8080672,1
0.8812066,0
0.90397453,0
0.82161736,1
0.8193158,0
0.85776806,1
0.84695786,0
0.85342485,1
0.8221891,1
0.8887587,0
0.8365546,1
0.684264,1
0.8056322,0
0.73791426,0
0.7424217,1
0.8539127,1
0.83601975,1
0.80069196,0
0.86522406,1
0.9161096,0
0.83548355,1
0.9324533,1
0.86385167,0
0.7620701,0
0.8056322,1
0.7098244,0
0.8044059,0
0.7779754,1
0.85536855,0
0.8933094,0
0.8272706,1
0.8558512,0
0.6872103,0
0.8749346,0
0.8338664,0
0.8692713,0
0.82104415,0
0.6855286,1
0.77390057,0
0.70578504,1
0.87914675,0
0.82949203,1
0.8596637,0
0.8688268,1
0.8244619,1
0.8489722,1
0.86838096,1
0.7634837,1
0.76838577,0
0.7592254,0
0.6897238,1
0.68215036,1
0.89256257,0
0.8489722,0
0.7981868,0
0.8146434,0
0.79881525,0
0.89029425,1
0.5961981,1
0.8365546,0
0.77864933,0
0.717408,0
0.8056322,1
0.72990495,1
0.8198933,0
0.8665848,0
0.8539127,0
0.8407826,0
0.9053223,0
0.83815056,0
0.85776806,1
0.7439129,0
0.85145944,0
0.81699115,1
0.8233284,0
0.8272706,1
0.840259,0
0.83601975,0
0.6531269,1
0.883236,0
0.8244619,0
0.80131465,1
0.86060363,0
0.88483775,1
0.8221891,1
0.82104415,1
0.8255897,0
0.85919183,0
0.83973396,0
0.80069196,1
0.8895289,0
0.78133065,1
0.91730267,0
0.8255897,0
0.89029425,0
0.81815636,0
0.86153823,1
0.908618,0
0.891055,0
0.85145944,0
0.8824279,0
0.7364006,0
0.82893884,0
0.87191176,0
0.8727817,1
0.76838577,1
0.84695786,0
0.78596646,1
0.8062431,1
0.89256257,0
0.8812066,1
0.8449215,0
0.8233284,0
0.87450653,1
0.84286314,1
0.86613256,0
0.94417685,0
0.86838096,1
0.9079672,1
0.75635755,1
0.85195285,0
0.91181,0
0.9219218,1
0.86060363,1
0.88161486,0
0.8198933,1
0.8499712,1
0.8407826,0
0.9032942,1
0.81873685,0
0.755637,1
0.8086723,0
0.8610715,1
0.80131465,0
0.8710367,1
0.8489722,1
0.8679338,0
0.81815636,0
0.8933094,0
0.8056322,1
0.7337381,1
0.840259,0
0.79182106,1
0.8705973,1
0.41655928,1
0.8587186,0
0.91367656,1
0.7759446,1
0.9105454,1
0.9190633,0
0.89552265,1
0.7725307,0
0.83004373,1
0.8250265,0
0.84695786,1
0.8413048,0
0.8697146,0
0.82275945,1
0.7892337,0
0.8152325,0
0.8504686,1
0.7272012,0
0.81640637,1
0.81582016,0
0.8272706,0
0.8749346,0
0.76699245,1
0.84234506,0
0.8349459,1
0.88602656,1
0.8969756,1
0.8474635,0
0.8272706,1
0.883236,0
0.9324533,1
0.79310596,1
0.86385167,0
0.80131465,0
0.5717666,1
0.92788786,0
0.80131465,1
0.7879312,1
0.8474635,0
0.87873113,0
0.86060363,0
0.85096467,0
0.7490872,1
0.85145944,1
0.87191176,1
0.8221891,0
0.8489722,1
0.86522406,1
0.8338664,1
0.9073123,0
0.8962514,0
0.6723317,1
0.82615143,0
0.9124362,0
0.84389514,0
0.6315943,1
0.7570767,1
0.89029425,0
0.9079672,1
0.88161486,0
0.57463354,1
0.8449215,0
0.76977324,1
0.8080672,0
0.6374823,1
0.87705624,1
0.8433798,1
0.7348813,0
0.7498207,0
0.90397453,0
0.8062431,0
0.7606507,1
0.88483775,0
0.64957863,1
0.79565805,1
0.7718435,1
0.87450653,1
0.8344069,0
0.79692537,0
0.7217432,1
0.9184803,0
0.77864933,0
0.8539127,1
0.78133065,0
0.8984105,0
0.80131465,0
0.8701566,1
0.8778961,0
0.8233284,0
0.78727776,1
0.909907,0
0.76977324,1
0.87663436,1
0.7962924,0
0.81286734,1
0.9124362,1
0.8828326,0
0.8864204,1
0.909907,1
0.8037906,1
0.8548847,1
0.7772999,0
0.83169055,1
0.7962924,1
0.7348813,1
0.7641884,1
0.87578696,0
0.83169055,1
0.9046505,0
0.80131465,1
0.7799929,1
0.80193585,1
0.8322367,1
0.8418256,0
0.8596637,1
0.8338664,0
0.6148566,1
0.8795612,0
0.91490096,0
0.9005298,1
0.8244619,0
0.5233594,1
0.89912134,0
0.7409249,0
0.90665317,0
0.8749346,0
0.83867973,1
0.8624676,1
0.8433798,0
0.66714764,1
0.90397453,0
0.9124362,1
0.88563144,1
0.9019207,1
0.8233284,1
0.81286734,1
0.77864933,1
0.8864204,0
0.78596646,1
0.9046505,1
0.8000679,1
0.90665317,1
0.85096467,1
0.7898827,1
0.87621135,1
0.8887587,1
0.9161096,1
0.76977324,1
0.80193585,0
0.7150262,1
0.8539127,0
0.8705973,1
0.6419837,0
0.7718435,0
0.8656789,0
0.8255897,1
0.85919183,0
0.6888872,1
0.66974485,0
0.70740473,1
0.9053223,0
0.89552265,0
0.87705624,1
0.85776806,0
0.8370879,0
0.82275945,1
0.80069196,0
0.8098782,1
0.8327813,1
0.9079672,0
0.8828326,0
0.71701187,0
0.7962924,1
0.8110782,0
0.9026096,1
0.9230392,0
0.80131465,1
0.7772999,0
0.78530854,0
0.8840393,0
0.7240906,1
0.7839885,1
0.7061904,1
0.880797,0
0.7937462,0
0.929951,1
0.83004373,0
0.6141626,1
0.74167407,1
0.8727817,0
0.78727776,0
0.8484707,0
0.8392076,0
0.85776806,0
0.6270382,1
0.8504686,1
0.8692713,0
0.81167597,1
0.755637,0
0.8338664,1
0.9241418,1
0.937669,0
0.7364006,1
0.82104415,1
0.9213576,1
0.82161736,0
0.75635755,1
0.7648916,0
0.92892635,1
0.82949203,1
0.8610715,0
0.8365546,0
0.8370879,1
0.85919183,0
0.7268136,0
0.7162186,0
0.8539127,0
0.85096467,1
0.8344069,0
0.7725307,1
0.84286314,0
0.87536144,0
0.938576,0
0.8050198,0
0.91964257,0
0.754915,1
0.74539834,0
0.81699115,1
0.80746067,0
0.7599387,0
0.78133065,0
0.8250265,1
0.86153823,0
0.7975568,1
0.81640637,0
0.8688268,0
0.58841616,1
0.6779006,1
0.6838419,1
0.746139,1
0.883236,0
0.85776806,0
0.8795612,1
0.83548355,0
0.8086723,1
0.8962514,0
0.81582016,0
0.87191176,0
0.71143085,1
0.8688268,1
0.7070003,0
0.7745834,1
0.7745834,1
0.86293024,0
0.9105454,0
0.78332627,0
0.8080672,0
0.858244,1
0.7648916,1
0.77662295,1
0.8110782,0
0.8596637,1
0.71143085,1
0.8433798,0
0.8933094,0
0.89552265,0
0.84234506,0
0.71143085,1
0.8736466,1
0.8474635,0
0.9207897,0
0.87873113,1
0.81047887,1
0.8558512,1
0.8000679,0
0.8338664,0
0.7752647,1
0.5401963,1
0.81227237,0
0.85342485,0
0.81815636,1
0.7570767,1
0.7390459,0
0.9059898,1
0.87873113,1
0.84695786,0
0.90397453,0
0.8031738,0
0.7975568,1
0.82615143,0
0.9053223,0
0.8198933,1
0.8596637,1
0.47536176,1
0.8327813,0
0.85096467,0
0.77390057,1
0.8305941,1
0.63793355,1
0.78858316,1
0.87191176,0
0.79692537,1
0.8740772,1
0.77390057,1
0.8895289,1
0.65885663,1
0.6242935,1
0.87191176,0
0.7306744,1
0.58841616,1
0.8879841,0
0.8539127,1
0.8620035,0
0.6419837,1
0.84286314,1
0.45229396,1
0.8283842,0
0.7483523,0
0.4909983,0
0.8344069,1
0.8198933,1
0.80685264,0
0.7098244,1
0.8204694,1
0.82949203,1
0.9348725,0
0.8940517,1
0.59572774,1
0.78332627,0
0.7592254,0
0.8601343,1
0.70942193,1
0.77864933,1
0.7272012,1
0.6482437,1
0.67661995,1
0.8349459,0
0.7213507,1
0.8146434,0
0.5919591,1
0.83761996,0
0.84286314,1
0.81873685,0
0.87705624,0
0.8674854,0
0.8558512,1
0.8895289,1
0.82893884,1
0.8679338,0
0.7606507,1
0.82161736,0
0.93195957,0
0.8984105,1
0.79182106,0
0.77932185,1
0.80746067,0
0.8633916,1
0.7264256,1
0.8679338,0
0.8474635,1
0.8238959,1
0.81047887,0
0.89478946,1
0.78727776,1
0.7937462,1
0.9224824,0
0.84234506,0
0.8740772,1
0.7599387,1
0.6570985,1
0.7439129,1
0.8864204,1
0.8933094,1
0.85633236,0
0.84234506,1
0.8679338,0
0.908618,0
0.8283842,0
0.81873685,1
0.9032942,1
0.87450653,1
0.8433798,0
0.8962514,1
0.86703575,0
0.84695786,1
0.8701566,1
0.8736466,0
0.83815056,1
0.8543993,0
0.8327813,1
0.88563144,1
0.6160123,0
0.9167081,1
0.8311431,1
0.8887587,0
0.63973606,1
0.55784535,1
0.8370879,0
0.8322367,0
0.8098782,1
0.75635755,0
0.7779754,1
0.88161486,1
0.88563144,1
0.84286314,1
0.8080672,0
0.65401137,1
0.75201255,0
0.8824279,0
0.81640637,1
0.6517983,1
0.86613256,0
0.81167597,0
0.82949203,1
0.89256257,0
0.7439129,1
0.79692537,0
0.891055,1
0.7356416,0
0.5397111,1
0.8037906,0
0.80069196,1
0.81640637,1
0.891055,0
0.8601343,1
0.7772999,0
0.7620701,0
0.9019207,1
0.78199726,1
0.8727817,0
0.71143085,0
0.85919183,1
0.85919183,0
0.8998277,0
0.7704648,1
0.8543993,1
0.7505528,1
0.77321637,0
0.9019207,1
0.8749346,0
0.9130583,1
0.8587186,0
0.82161736,0
0.8984105,1
0.8692713,0
0.8322367,1
0.87914675,0
0.78133065,1
0.7229184,1
0.8370879,0
0.80193585,1
0.77662295,0
0.88483775,1
0.81227237,1
0.8474635,1
0.76559335,1
0.89912134,1
0.79117644,1
0.70821255,0
0.68215036,1
0.9019207,0
0.8736466,1
0.87536144,1
0.8267118,0
0.74167407,0
0.86293024,1
0.77390057,1
0.8344069,1
0.7879312,1
0.8548847,0
0.87621135,0
0.7394224,1
0.8193158,1
0.8333246,1
0.79182106,1
0.8044059,0
0.79565805,1
0.77390057,0
0.84389514,0
0.89912134,1
0.86293024,1
0.6109178,1
0.75346667,0
0.48718542,1
0.8558512,0
0.7122322,1
0.74761593,1
0.85293543,1
0.9046505,1
0.8327813,0
0.8152325,0
0.83548355,0
0.81167597,1
0.87578696,0
0.8933094,1
0.8193158,0
0.7676898,0
0.8110782,0
0.8062431,1
0.8998277,0
0.7892337,0
0.86060363,0
0.91964257,0
0.87873113,0
0.79182106,1
0.68510735,1
0.8976953,0
0.81640637,1
0.8056322,1
0.86613256,1
0.7490872,1
0.83004373,1
0.86153823,0
0.7483523,1
0.8499712,1
0.8610715,0
0.8344069,1
0.9184803,1
0.88563144,0
0.86522406,0
0.7799929,1
0.7483523,0
0.908618,1
0.8836382,0
0.7142295,1
0.9142907,0
0.76699245,1
0.78530854,0
0.87147486,0
0.8601343,0
0.57057065,1
0.90665317,0
0.8244619,0
0.85145944,0
0.883236,0
0.9105454,0
0.91964257,1
0.8624676,0
0.86522406,0
0.7364006,1
0.8267118,0
0.82782817,0
0.8250265,1
0.7424217,0
0.642881,0
0.7490872,1
0.87147486,0
0.883236,0
0.84695786,1
0.8962514,0
0.78596646,1
0.86703575,1
0.46162346,0
0.9059898,0
0.9019207,0
0.8774768,0
0.8204694,1
0.87914675,0
0.6955449,1
0.8895289,1
0.7648916,1
0.81699115,1
0.8283842,1
0.8984105,0
0.7905303,0
0.8674854,0
0.88563144,0
0.8338664,1
0.9092645,0
0.74539834,1
0.8418256,0
0.52822924,1
0.86431044,0
0.81873685,1
0.8665848,0
0.8344069,1
0.81815636,1
0.6141626,1
0.76699245,1
0.9059898,0
0.78332627,0
0.8701566,0
0.71143085,0
0.891811,0
0.8311431,0
0.75851065,1
0.79246426,0
0.6220002,1
0.8146434,0
0.84796774,0
0.746139,0
0.87873113,0
0.692226,1
0.74761593,1
0.82161736,0
0.81167597,0
0.83815056,1
0.81047887,1
0.714628,1
0.7905303,0
0.8940517,0
0.7468782,0
0.8250265,1
0.91181,0
0.87450653,0
0.8633916,1
0.83169055,0
0.7937462,1
0.79438496,0
0.9161096,1
0.8267118,0
0.82275945,0
0.82615143,1
0.51595527,0
0.8333246,0
0.8000679,1
0.840259,0
0.79692537,0
0.8333246,0
0.7193836,1
0.85195285,1
0.920218,0
0.7468782,1
0.8244619,1
0.8879841,1
0.746139,1
0.8558512,0
0.88161486,0
0.7185944,0
0.85536855,1
0.9046505,1
0.7613611,1
0.77321637,1
0.8494724,1
0.858244,0
0.891055,1
0.78199726,1
0.86703575,1
0.8056322,0
0.91367656,0
0.8524448,0
0.80746067,1
0.8333246,0
0.78530854,0
0.746139,0
0.84286314,0
0.87536144,0
0.88483775,0
0.9046505,0
0.82104415,0
0.86431044,1
0.8349459,1
0.71383077,1
0.6779006,1
0.74761593,1
0.87321484,1
0.81582016,1
0.8701566,0
0.89552265,0
0.78332627,0
0.84645087,0
0.9019207,0
0.6513549,0
0.8413048,1
0.714628,0
0.8568123,1
0.6761924,1
0.91367656,0
0.8887587,0
0.82949203,0
0.85096467,1
0.8056322,1
0.9005298,0
0.883236,0
0.8050198,0
0.81047887,1
0.8524448,1
0.883236,0
0.8624676,0
0.8840393,1
0.89552265,0
0.8433798,1
0.7483523,0
0.8568123,0
0.7570767,1
0.8723474,1
0.63928574,1
0.8824279,0
0.7962924,1
0.78332627,1
0.8086723,0
0.8872046,0
0.7424217,1
0.86385167,0
0.71582144,1
0.87873113,1
0.8962514,1
0.8198933,1
0.87536144,0
0.92683524,0
0.7483523,1
0.883236,0
0.8723474,0
0.7898827,0
0.8489722,1
0.87914675,0
0.83867973,0
0.9105454,1
0.8494724,1
0.76629364,0
0.8940517,1
0.78858316,0
0.8327813,1
0.8895289,1
0.8322367,0
0.7981868,1
0.84234506,1
0.8840393,0
0.87536144,0
0.7090191,1
0.891811,0
0.72056496,1
0.9073123,0
0.83867973,1
0.8558512,1
0.88563144,1
0.82893884,0
0.8504686,0
0.87663436,0
0.78596646,1
0.8710367,0
0.89552265,1
0.8984105,0
0.62108135,0
0.8338664,1
0.8344069,0
0.844409,0
0.844409,0
0.79692537,0
0.81286734,0
0.79438496,0
0.77932185,1
0.8244619,1
0.7409249,1
0.74167407,1
0.6517983,1
0.82161736,0
0.8080672,0
0.83973396,0
0.90397453,1
0.8587186,0
0.722527,1
0.7745834,1
0.8327813,0
0.85195285,0
0.6955449,1
0.7570767,1
0.83004373,1
0.9026096,1
0.8962514,0
0.85776806,0
0.8305941,0
0.86522406,1
0.7839885,0
0.77864933,1
0.7718435,1
0.7725307,0
0.7725307,1
0.7745834,0
0.7866228,1
0.7409249,1
0.7627777,1
0.8349459,1
0.8221891,0
0.8110782,0
0.7826625,0
0.86522406,0
0.82893884,1
0.840259,0
0.7252596,1
0.8840393,0
0.78596646,0
0.8633916,1
0.8454327,1
0.6315943,1
0.7704648,0
0.83867973,0
0.5622966,1
0.7577944,1
0.9105454,1
0.86385167,0
0.68172675,1
0.87705624,0
0.85633236,1
0.9005298,1
0.7690802,1
0.9019207,1
0.87191176,0
0.8365546,0
0.83973396,0
0.8596637,1
0.77390057,0
0.85919183,0
0.71977776,1
0.8080672,1
0.85729086,0
0.8489722,0
0.7279754,1
0.75635755,0
0.94458723,0
0.8204694,0
0.7527403,0
0.79692537,1
0.7302899,1
0.8344069,0
0.80746067,0
0.8474635,0
0.89256257,0
0.8705973,0
0.89552265,1
0.47852883,1
0.86522406,1
0.91550726,0
0.8940517,0
0.7468782,1
0.8221891,1
0.8311431,0
0.6971967,1
0.70456684,1
0.87705624,0
0.87997437,1
0.8080672,0
0.89029425,1
0.88161486,0
0.86153823,0
0.8688268,1
0.8344069,0
0.8887587,0
0.8098782,0
0.8504686,0
0.8349459,0
0.85729086,1
0.82615143,0
0.8267118,1
0.8418256,1
0.7527403,1
0.8418256,0
0.8828326,1
0.7839885,1
0.8524448,1
0.69884354,1
0.7606507,0
0.8524448,1
0.80746067,0
0.858244,1
0.755637,0
0.86385167,0
0.79182106,0
0.8305941,0
0.7690802,1
0.8338664,0
0.8864204,0
0.8433798,0
0.8705973,0
0.8701566,1
0.87997437,0
0.8692713,0
0.81227237,1
0.71977776,1
0.78199726,0
0.8250265,1
0.89029425,0
0.8392076,0
0.840259,0
0.8146434,1
0.83815056,1
0.83761996,0
0.83548355,0
0.63431686,1
0.83815056,1
0.85776806,0
0.73979855,0
0.8449215,1
0.9012275,1
0.7268136,0
0.65665823,0
0.8050198,1
0.81699115,1
0.85342485,0
0.77864933,1
0.8824279,0
0.8705973,1
0.8568123,1
0.84594244,0
0.76977324,0
0.55724305,1
0.8774768,0
0.86385167,0
0.8110782,1
0.86838096,0
0.91490096,0
0.87705624,0
0.87621135,1
0.8879841,0
0.8976953,0
0.73411953,1
0.9046505,0
0.83867973,1
0.8449215,0
0.7295198,1
0.5182414,1
0.8433798,0
0.7070003,0
0.7994423,0
0.8962514,0
0.8548847,0
0.89478946,0
0.7711549,0
0.85919183,1
0.8940517,0
0.8624676,1
0.81405276,1
0.9124362,0
0.6513549,0
0.6838419,0
0.80746067,1
0.82161736,1
0.78727776,0
0.7962924,0
0.8539127,1
0.7690802,0
0.6761924,1
0.6834195,1
0.88483775,1
0.77662295,1
0.44046926,1
0.9012275,0
0.8962514,1
0.8244619,1
0.8872046,1
0.81167597,0
0.8244619,0
0.76977324,0
0.7570767,0
0.8697146,0
0.84796774,1
0.8812066,0
0.92788786,0
0.7905303,1
0.88563144,0
0.8433798,0
0.8433798,1
0.8692713,0
0.82893884,1
0.8134608,1
0.7237002,1
0.82275945,0
0.75201255,1
0.7905303,0
0.8146434,1
0.79438496,0
0.8238959,0
0.86703575,1
0.7962924,0
0.891811,0
0.8152325,0
0.8710367,0
0.89552265,0
0.64779824,0
0.8812066,0
0.78530854,1
0.86431044,0
0.7240906,1
0.8494724,0
0.9073123,0
0.8000679,0
0.8250265,0
0.85145944,0
0.8370879,0
0.70578504,1
0.8887587,0
0.87705624,0
0.8962514,1
0.8558512,1
0.81227237,0
0.7772999,1
0.87997437,0
0.84234506,1
0.9092645,1
0.8524448,0
0.8543993,0
0.60159355,0
0.8238959,0
0.7185944,1
0.91550726,0
0.8969756,0
0.87663436,1
0.80131465,0
0.7806625,0
0.84389514,1
0.81757444,1
0.8413048,0
0.8710367,0
0.7752647,1
0.86153823,0
0.81047887,1
0.75635755,1
0.8620035,0
0.91117966,0
0.8050198,1
0.8327813,0
0.8474635,0
0.84594244,1
0.8272706,1
0.6808786,1
0.8305941,0
0.9190633,1
0.76559335,1
0.8887587,0
0.88563144,0
0.7017131,1
0.87997437,0
0.7409249,1
0.76629364,1
0.8697146,1
